"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-medication.marketingAuthorisationHolder.organisationName","fr-lm-medication.marketingAuthorisationHolder.organisationName","","","",0,1,"","","","string {[]} {[]}
","Nom de l'organisme détenant l'autorisation de commercialisation/fabrication.","Nom de l'organisme détenant l'autorisation de commercialisation/fabrication.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.marketingAuthorisationHolder.organisationName",0,1,"",""
"fr-lm-medication.marketingAuthorisationHolder.organisationIdentifier","fr-lm-medication.marketingAuthorisationHolder.organisationIdentifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifiant de l'organisation et/ou de son emplacement physique.","Identifiant de l'organisation et/ou de son emplacement physique.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.marketingAuthorisationHolder.organisationIdentifier",0,*,"",""
"fr-lm-medication.item","fr-lm-medication.item","","","",0,*,"","","","Base {[]} {[]}
","Dans le cas de conditionnements combinés, chaque ingrédient dispose de sa propre forme galénique, ses propres ingrédients et leurs dosages respectifs.","Dans le cas de conditionnements combinés, chaque ingrédient dispose de sa propre forme galénique, ses propres ingrédients et leurs dosages respectifs.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item",0,*,"",""
"fr-lm-medication.item.doseForm","fr-lm-medication.item.doseForm","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Forme galénique du produit de santé. EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe PDF (forme galénique).","Forme galénique du produit de santé. EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe PDF (forme galénique).","","","","","","","","","",,"","EDQM Standard Terms","","",,,,"fr-lm-medication.item.doseForm",0,1,"",""
"fr-lm-medication.item.ingredient","fr-lm-medication.item.ingredient","","","",1,*,"","","","Base {[]} {[]}
","Ingrédient","Ingrédient","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.ingredient",1,*,"",""
"fr-lm-medication.item.ingredient.isActive","fr-lm-medication.item.ingredient.isActive","","","",0,1,"","","","boolean {[]} {[]}
","Indique si l'ingrédient est considéré comme un ingrédient actif. Les excipients ne sont généralement pas nécessaires et, par défaut, seuls les ingrédients actifs sont attendus.","Indique si l'ingrédient est considéré comme un ingrédient actif. Les excipients ne sont généralement pas nécessaires et, par défaut, seuls les ingrédients actifs sont attendus.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.ingredient.isActive",0,1,"",""
"fr-lm-medication.item.ingredient.substance","fr-lm-medication.item.ingredient.substance","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Substance. Code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","Substance. Code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","","","","","","","","","",,"","SMS (2.16.840.1.113883.3.6905.2)","","",,,,"fr-lm-medication.item.ingredient.substance",1,1,"",""
"fr-lm-medication.item.ingredient.strengthInfo","fr-lm-medication.item.ingredient.strengthInfo","","","",0,1,"","","","Base {[]} {[]}
","Concentration de l'ingrédient par unité","Concentration de l'ingrédient par unité","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.ingredient.strengthInfo",0,1,"",""
"fr-lm-medication.item.ingredient.strengthInfo.strength","fr-lm-medication.item.ingredient.strengthInfo.strength","","","",1,1,"","","","Ratio {[]} {[]}
","numérateur/dénominateur. Ex 100 mg/1 ml ou 500 mg / comprimé.","numérateur/dénominateur. Ex 100 mg/1 ml ou 500 mg / comprimé.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.ingredient.strengthInfo.strength",1,1,"",""
"fr-lm-medication.item.ingredient.strengthInfo.basisOfStrengthSubstance","fr-lm-medication.item.ingredient.strengthInfo.basisOfStrengthSubstance","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Substance concernée. code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","Substance concernée. code SMS (2.16.840.1.113883.3.6905.2) de la substance active de l’European Medicines Agency (EMA)","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.ingredient.strengthInfo.basisOfStrengthSubstance",0,1,"",""
"fr-lm-medication.item.unitOfPresentation","fr-lm-medication.item.unitOfPresentation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Unité de présentation du produit de santé (comprimé, ampoule, tube). En général, le plus petit objet dénombrable du package.
EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe UOP (Unit of Presentation).","Unité de présentation du produit de santé (comprimé, ampoule, tube). En général, le plus petit objet dénombrable du package.
EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe UOP (Unit of Presentation).","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.unitOfPresentation",0,1,"",""
"fr-lm-medication.item.containedQuantity","fr-lm-medication.item.containedQuantity","","","",0,1,"","","","Ratio {[]} {[]}
","Quantité de produit par unité (ex : 3 ml / 1 flacon)","Quantité de produit par unité (ex : 3 ml / 1 flacon)","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.containedQuantity",0,1,"",""
"fr-lm-medication.item.amount","fr-lm-medication.item.amount","","","",0,1,"","","","Quantity {[]} {[]}
","Nombre d'unités dans un package (ex : 5 ampoules)","Nombre d'unités dans un package (ex : 5 ampoules)","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.amount",0,1,"",""
"fr-lm-medication.item.packageType","fr-lm-medication.item.packageType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Conditionnement primaire (ampoule, plaquette,…) EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe CON (Récipient).","Conditionnement primaire (ampoule, plaquette,…) EDQM Standard Terms (0.4.0.127.0.16.1.1.2.1) / classe CON (Récipient).","","","","","","","","","",,,,,"",,,,"fr-lm-medication.item.packageType",0,1,"",""
"fr-lm-medication.device","fr-lm-medication.device","","","",0,*,"","","","Base {[]} {[]}
","Dispositif d'administration inclus dans le produit. Les dispositifs qui ne sont pas contenus dans le conditionnement du médicament ne sont pas pris en compte.","Dispositif d'administration inclus dans le produit. Les dispositifs qui ne sont pas contenus dans le conditionnement du médicament ne sont pas pris en compte.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.device",0,*,"",""
"fr-lm-medication.device.deviceQuantity","fr-lm-medication.device.deviceQuantity","","","",1,1,"","","","Quantity {[]} {[]}
","Nombre de dispositifs.","Nombre de dispositifs.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.device.deviceQuantity",1,1,"",""
"fr-lm-medication.device.device[x]","fr-lm-medication.device.device[x]","","","",1,1,"","","","CodeableConcept {[]} {[]}
https://interop.esante.gouv.fr/ig/document/core/StructureDefinition/fr-lm-device {[]} {[]}","Code du dispositif","Code du dispositif","","","","","","","","","",,,,,"",,,,"fr-lm-medication.device.device[x]",1,1,"",""
"fr-lm-medication.characteristic","fr-lm-medication.characteristic","","","",0,*,"","","","Base {[]} {[]}
","Caractéristiques supplémentaires du produit (par ex. sans sucre, bouchon facile à ouvrir, dosage gradué). Il est prévu que les implémenteurs définissent un ensemble de valeurs (ValueSet) adapté à leurs cas d’usage.","Caractéristiques supplémentaires du produit (par ex. sans sucre, bouchon facile à ouvrir, dosage gradué). Il est prévu que les implémenteurs définissent un ensemble de valeurs (ValueSet) adapté à leurs cas d’usage.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.characteristic",0,*,"",""
"fr-lm-medication.characteristic.type","fr-lm-medication.characteristic.type","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Type de caractéristique","Type de caractéristique","","","","","","","","","",,,,,"",,,,"fr-lm-medication.characteristic.type",1,1,"",""
"fr-lm-medication.characteristic.value[x]","fr-lm-medication.characteristic.value[x]","","","",0,1,"","","","boolean {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}Quantity {[]} {[]}dateTime {[]} {[]}integer {[]} {[]}decimal {[]} {[]}Ratio {[]} {[]}","Valeur de la caractéristique","Valeur de la caractéristique","","","","","","","","","",,,,,"",,,,"fr-lm-medication.characteristic.value[x]",0,1,"",""
"fr-lm-medication.batch","fr-lm-medication.batch","","","",0,1,"","","","Base {[]} {[]}
","Informations relatives au lot d’un médicament. Elles sont généralement enregistrées lors de la dispensation ou de l’administration et sont rarement connues ou pertinentes dans le cadre d’une ordonnance ou d’une demande.","Informations relatives au lot d’un médicament. Elles sont généralement enregistrées lors de la dispensation ou de l’administration et sont rarement connues ou pertinentes dans le cadre d’une ordonnance ou d’une demande.","","","","","","","","","",,,,,"",,,,"fr-lm-medication.batch",0,1,"",""
"fr-lm-medication.batch.lotNumber","fr-lm-medication.batch.lotNumber","","","",0,1,"","","","string {[]} {[]}
","Numéro de lot","Numéro de lot","","","","","","","","","",,,,,"",,,,"fr-lm-medication.batch.lotNumber",0,1,"",""
"fr-lm-medication.batch.expirationDate","fr-lm-medication.batch.expirationDate","","","",0,1,"","","","dateTime {[]} {[]}
","Date d'expiration du produit","Date d'expiration du produit","","","","","","","","","",,,,,"",,,,"fr-lm-medication.batch.expirationDate",0,1,"",""
